Variable,Pregunta,Respuestas,ValorInterno,Valor,Open?
ACTUAL,"En su caso, para estar informado de la actualidad ¿cómo considera Internet?",,3,Fuente secundaria y no importante,
ACTUAL,"En su caso, para estar informado de la actualidad ¿cómo considera Internet?",,4,No uso Internet como fuente de información,
FUENTE1,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Versión impresa de un periódico,
FUENTE2,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Versión impresa de una revista,
FUENTE3,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Televisión,
FUENTE4,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Radio,
FUENTE5,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de un periódico,
FUENTE6,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de una revista,
FUENTE7,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de una televisión,
FUENTE8,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de una radio,
FUENTE9,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de un medio internacional,
FUENTE10,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,"Medio digital puro (eldiario.es,…)",
FUENTE11,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,"Web de agencias de noticias (EFE,…)",
FUENTE12,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,"Comunidad de noticias (Menéame,…)",
FUENTE13,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,"Portal (Yahoo, Google,…)",
FUENTE14,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Red social,
FUENTE15,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web especializada en un tema concreto,
FUENTE16,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Blog,
FUENTE17,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de empresas,
FUENTE18,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Web de instituciones públicas,
FUENTE19,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Podcast ,
FUENTE20,En un día habitual ¿se informa de la actualidad por medio de alguna de las siguientes fuentes? ,,1,Apps de un medio de comunicación,
TVPAGO1,¿Está abonado a alguna televisión de pago?,,1,"Sí, a Movistar + (Movistar TV / Canal +)",
TVPAGO2,¿Está abonado a alguna televisión de pago?,,1,"Sí, a Orange TV",
TVPAGO3,¿Está abonado a alguna televisión de pago?,,1,"Sí, a Ono/Vodafone TV",
TVPAGO4,¿Está abonado a alguna televisión de pago?,,1,"Sí, a Euskaltel",
TVPAGO5,¿Está abonado a alguna televisión de pago?,,1,"Sí, a R Galicia",
TVPAGO6,¿Está abonado a alguna televisión de pago?,,1,"Sí, a Telecable",
TVPAGO7,¿Está abonado a alguna televisión de pago?,,1,"Sí, a un portal de Internet para visionado de series/películas o canales de TV",
TVPAGO8,¿Está abonado a alguna televisión de pago?,,1,"Sí, a otro servicio de televisión de pago",
TVPAGO9,¿Está abonado a alguna televisión de pago?,,1,"No, a ninguna",
TVPAGONS,¿Está abonado a alguna televisión de pago?,,1,NS/NC,
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,-,NS/NC,
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,0,NS/NC,
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,1,"Sí, sólo a la edición en papel",
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,2,"Sí, sólo a la versión electrónica",
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,3,"Sí, y accedo al papel y a contenidos de pago de la versión electrónica",
SUSCRITO,¿Está suscrito/abonado a algún periódico/diario o revista?,,4,No,
APARATO1,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Ordenador fijo o de sobremesa,
APARATO2,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Ordenador portátil,
APARATO3,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Netbook,
APARATO4,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Tablet,
APARATO5,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Teléfono móvil inteligente/Smartphone,
APARATO6,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Televisor con acceso a Internet,
APARATO7,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Videoconsola de sobremesa,
APARATO8,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Videoconsola portátil,
APARATO9,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,"Receptor digital multimedia para tv (Apple TV, Google Chromecast,…)",
APARATO10,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Smartwatch,
APARATO11,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,"Reproductor de audio/vídeo portátil (MP3, MP4, iPod,...)",
APARATO12,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Libro electrónico / eBook,
APARATO13,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Lector DNI electrónico,
APARATO14,¿De cuáles de los siguientes aparatos dispone Vd.?,,1,Ninguno de los anteriores,
PINCHO,¿Posee “pincho” (módem USB móvil) para conectarse a Internet?,,-,NS/NC,
PINCHO,¿Posee “pincho” (módem USB móvil) para conectarse a Internet?,,0,NS/NC,
PINCHO,¿Posee “pincho” (módem USB móvil) para conectarse a Internet?,,1,Sí y lo uso frecuentemente,
PINCHO,¿Posee “pincho” (módem USB móvil) para conectarse a Internet?,,2,Si y lo uso ocasionalmente,
PINCHO,¿Posee “pincho” (módem USB móvil) para conectarse a Internet?,,3,No,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,-,NS/NC,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,0,NS/NC,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,1,Mucha,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,2,Bastante,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,3,Poca,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,4,Ninguna,
RESTAU,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar la factura del restaurante con tarjeta de crédito,,5,No sé / No tengo opinión,
MOVIL,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar a través del teléfono móvil,RESTAU,,,
BANCO,¿Qué grado de seguridad le merece cada una de estas transacciones? Realizar transacciones bancarias por Internet,RESTAU,,,
TELEFO,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar dando el número de tarjeta por teléfono,RESTAU,,,
INTERNET,¿Qué grado de seguridad le merece cada una de estas transacciones? Pagar dando el número de tarjeta por internet,RESTAU,,,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,-,NS/NC,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,0,NS/NC,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,1,Nada interesante,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,2,Poco interesante,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,3,Algo interesante,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,4,Interesante,
IOT_1, ¿En qué medida cree que es interesante disponer de…Pulseras inteligentes (actividad física)?,,5,Muy interesante,
IOT_2, ¿En qué medida cree que es interesante disponer de…Gafas de realidad aumentada?,IOT_1,,,
IOT_3, ¿En qué medida cree que es interesante disponer de…Ropa inteligente?,IOT_1,,,
IOT_4," ¿En qué medida cree que es interesante disponer de…Casa inteligente (electrodomésticos, calefacción, seguridad,…)?",IOT_1,,,
IOT_5, ¿En qué medida cree que es interesante disponer de…Coche inteligente,IOT_1,,,
IOT_6, ¿En qué medida cree que es interesante disponer de…Chip implantable (control médico),IOT_1,,,
OPINA_1,¿Hasta qué punto está de acuerdo? Me preocupa el uso que se puede hacer de los datos personales que proporciono en Internet,OPIMOV1,,,
OPINA_2,¿Hasta qué punto está de acuerdo? Me preocupa la privacidad en las redes sociales ,OPIMOV1,,,
OPINA_3,¿Hasta qué punto está de acuerdo? Me preocupa que los gobiernos controlen lo que hago en Internet,OPIMOV1,,,
OPINA_4,¿Hasta qué punto está de acuerdo? Me preocupa que las empresas controlen lo que hago en Internet,OPIMOV1,,,
OPINA_5,¿Hasta qué punto está de acuerdo? No me importa que las empresas sigan mi comportamiento online para ofrecerme publicidad acorde con mis intereses,OPIMOV1,,,
OPINA_6,¿Hasta qué punto está de acuerdo? Internet tiene gran capacidad de movilizar a la gente,OPIMOV1,,,
OPINA_7,¿Hasta qué punto está de acuerdo? Se debería poder votar en elecciones a través de Internet,OPIMOV1,,,
OPINA_8,¿Hasta qué punto está de acuerdo? Estoy dispuesto a pagar más por una conexión a Internet más rápida,OPIMOV1,,,
OPINA_9,¿Hasta qué punto está de acuerdo? Considero que se debe pagar por acceder a contenidos protegidos por copyright en Internet,OPIMOV1,,,
OPINA_10,¿Hasta qué punto está de acuerdo? La gente debería tener derecho a que los buscadores eliminen referencias personales,OPIMOV1,,,
OPINA_11,¿Hasta qué punto está de acuerdo? Con los programas de mensajería instantánea cada vez utilizo menos las redes sociales,OPIMOV1,,,
OPINA_12,¿Hasta qué punto está de acuerdo? Conviene ser cuidadoso con lo que se publica en las redes sociales,OPIMOV1,,,
SEXO,Sexo,,-,No contesta,
SEXO,Sexo,,0,No contesta,
SEXO,Sexo,,1,Hombre,
SEXO,Sexo,,2,Mujer,
EDAD,Edad ,,,,Si
EDADCOD,Edad ,,-,NS/NC,
EDADCOD,Edad ,,0,NS/NC,
EDADCOD,Edad ,,1,Menores de 20 años,
EDADCOD,Edad ,,2,20-24 años,
EDADCOD,Edad ,,3,25-34 años,
EDADCOD,Edad ,,4,35-44 años,
EDADCOD,Edad ,,5,45-54 años,
EDADCOD,Edad ,,6,55-64 años,
EDADCOD,Edad ,,7,65 ó mas años,
ECIVIL,Estado civil,,-,NS/NC,
ECIVIL,Estado civil,,0,NS/NC,
ECIVIL,Estado civil,,1,Soltero/a,
ECIVIL,Estado civil,,2,Casado/a,
ECIVIL,Estado civil,,3,Viudo/a,
ECIVIL,Estado civil,,4,"Divorciado/a, separado/a",
ECIVIL,Estado civil,,5,Vive en pareja (sin casarse),
RESIDEC,Lugar de residencia,,-,NS/NC,
RESIDEC,Lugar de residencia,,0,NS/NC,
RESIDEC,Lugar de residencia,,1,España,
RESIDEC,Lugar de residencia,,2,Resto de Europa,
RESIDEC,Lugar de residencia,,3,Latinoamérica,
RESIDEC,Lugar de residencia,,4,Estados Unidos y Canadá,
RESIDEC,Lugar de residencia,,5,Resto del mundo,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,-,NS/NC,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,0,NS/NC,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,1,Andalucía,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,2,Aragón,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,3,Asturias,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,4,Baleares,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,5,Canarias,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,6,Cantabria,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,7,Castilla y León,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,8,Castilla-La Mancha,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,9,Cataluña,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,10,Comunidad Valenciana,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,11,Extremadura,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,12,Galicia,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,13,Madrid,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,14,Murcia,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,15,Navarra,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,16,País Vasco,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,17,La Rioja,
comuni,Indique en qué Comunidad Autónoma/Provincia reside,,18,Ceuta y Melilla,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,-,NS/NC,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,0,NS/NC,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,1,ÁLAVA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,2,ALBACETE,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,3,ALICANTE,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,4,ALMERÍA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,5,ÁVILA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,6,BADAJOZ,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,7,BALEARES,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,8,BARCELONA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,9,BURGOS,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,10,CÁCERES,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,11,CÁDIZ,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,12,CASTELLÓN,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,13,CIUDAD REAL,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,14,CÓRDOBA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,15,"CORUÑA, LA",
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,16,CUENCA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,17,GERONA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,18,GRANADA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,19,GUADALAJARA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,20,GUIPÚZCOA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,21,HUELVA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,22,HUESCA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,23,JAÉN,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,24,LEÓN,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,25,LÉRIDA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,26,LA RIOJA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,27,LUGO,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,28,MADRID,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,29,MÁLAGA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,30,MURCIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,31,NAVARRA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,32,ORENSE,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,33,ASTURIAS,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,34,PALENCIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,35,"PALMAS, LAS",
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,36,PONTEVEDRA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,37,SALAMANCA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,38,SANTA CRUZ DE TENERIFE,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,39,CANTABRIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,40,SEGOVIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,41,SEVILLA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,42,SORIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,43,TARRAGONA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,44,TERUEL,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,45,TOLEDO,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,46,VALENCIA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,47,VALLADOLID,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,48,VIZCAYA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,49,ZAMORA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,50,ZARAGOZA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,51,CEUTA,
PROVIN,Indique en qué Comunidad Autónoma/Provincia reside,,52,MELILLA,
CAPITAL, ¿Es su municipio de residencia capital de provincia o tiene más de 100.000 habitantes?,,-,NS/NC,
CAPITAL, ¿Es su municipio de residencia capital de provincia o tiene más de 100.000 habitantes?,,0,NS/NC,
CAPITAL, ¿Es su municipio de residencia capital de provincia o tiene más de 100.000 habitantes?,,1,Sí,
CAPITAL, ¿Es su municipio de residencia capital de provincia o tiene más de 100.000 habitantes?,,2,No,
NACIMIE,Lugar de nacimiento,,-,NS/NC,
NACIMIE,Lugar de nacimiento,,0,NS/NC,
NACIMIE,Lugar de nacimiento,,1,España,
NACIMIE,Lugar de nacimiento,,2,Resto de Europa,
NACIMIE,Lugar de nacimiento,,3,Latinoamérica,
NACIMIE,Lugar de nacimiento,,4,Estados Unidos y Canadá,
NACIMIE,Lugar de nacimiento,,5,Resto del mundo,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,-,NS/NC,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,0,NS/NC,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,1,Una,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,2,Dos,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,3,Tres,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,4,Cuatro,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,5,Cinco,
FAMICOD,¿Cuántas personas viven en su hogar incluído Ud.?,,6,Seis o más,
SP,¿Es usted la persona que más ingresos aporta al hogar? ,,-,NS/NC,
SP,¿Es usted la persona que más ingresos aporta al hogar? ,,0,NS/NC,
SP,¿Es usted la persona que más ingresos aporta al hogar? ,,1,Sí,
SP,¿Es usted la persona que más ingresos aporta al hogar? ,,2,No,
AC,¿Quién es la persona responsable de las compras habituales del hogar y del cuidado de la casa? ,,-,NS/NC,
AC,¿Quién es la persona responsable de las compras habituales del hogar y del cuidado de la casa? ,,0,NS/NC,
AC,¿Quién es la persona responsable de las compras habituales del hogar y del cuidado de la casa? ,,1,Mayoritariamente yo ,
AC,¿Quién es la persona responsable de las compras habituales del hogar y del cuidado de la casa? ,,2,Otra/s persona/s y yo a partes iguales,
AC,¿Quién es la persona responsable de las compras habituales del hogar y del cuidado de la casa? ,,3,Mayoritariamente otra persona del hogar,
HIJOS,Número de hijos menores de 14 años en su hogar,,-,NS/NC,
HIJOS,Número de hijos menores de 14 años en su hogar,,0,NS/NC,
HIJOS,Número de hijos menores de 14 años en su hogar,,1,Ninguno,
HIJOS,Número de hijos menores de 14 años en su hogar,,2,Uno,
HIJOS,Número de hijos menores de 14 años en su hogar,,3,Dos,
HIJOS,Número de hijos menores de 14 años en su hogar,,4,Tres,
HIJOS,Número de hijos menores de 14 años en su hogar,,5,Cuatro o más,
OCUPAC,Ocupación principal,,-,NS/NC,
OCUPAC,Ocupación principal,,0,NS/NC,
OCUPAC,Ocupación principal,,1,Trabaja (por cuenta propia),
OCUPAC,Ocupación principal,,2,Trabaja (por cuenta ajena),
OCUPAC,Ocupación principal,,3,Estudiante,
OCUPAC,Ocupación principal,,4,Labores de casa,
OCUPAC,Ocupación principal,,5,No trabaja (parado),
OCUPAC,Ocupación principal,,6,"No trabaja (otras situaciones: retirado,...)",
ESTUDIOS,Nivel de estudios finalizados,,-,NS/NC,
ESTUDIOS,Nivel de estudios finalizados,,0,NS/NC,
ESTUDIOS,Nivel de estudios finalizados,,1,Sin estudios,
ESTUDIOS,Nivel de estudios finalizados,,2,Primer grado (enseñanza primaria/EGB) ,
ESTUDIOS,Nivel de estudios finalizados,,3,Segundo grado (ESO / Bachillerato / FP / BUP) ,
ESTUDIOS,Nivel de estudios finalizados,,4,Estudios universitarios,
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,-,NS/NC,
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,0,NS/NC,
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,1,Ordenador (sobremesa o portátil),
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,2,Tablet,
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,3,Teléfono móvil,
EQUIPOC,¿A través de qué equipo ha contestado la encuesta?,,4,Otro,
USUARIO2,Acceso a la encuesta,,0,A través de banner/enlace en web,
USUARIO2,Acceso a la encuesta,,2,Aviso de AIMC por e-mail,
USUARIO2,Acceso a la encuesta,,6,Recomendación a un conocido,
USUARIO2,Acceso a la encuesta,,8,A través del Chat-Hispano,
USUARIO2,Acceso a la encuesta,,12,A través de banner en boletín electrónico,
USUARIO2,Acceso a la encuesta,,99,Origen desconocido,
RESOL2,Resolución de la pantalla en la que se ha realizado la encuesta.,,,,Si
CODNAV2,Navegador utilizado para contestar la encuesta,,1,Otros,
CODNAV2,Navegador utilizado para contestar la encuesta,,2,Internet Explorer / Edge,
CODNAV2,Navegador utilizado para contestar la encuesta,,4,Opera,
CODNAV2,Navegador utilizado para contestar la encuesta,,5,Mozilla Firefox,
CODNAV2,Navegador utilizado para contestar la encuesta,,6,Safari,
CODNAV2,Navegador utilizado para contestar la encuesta,,7,Google Chrome,
CODNAV2,Navegador utilizado para contestar la encuesta,,8,SeaMonkey,
CODNAV2,Navegador utilizado para contestar la encuesta,,9,Navegador Android,
CODNAV2,Navegador utilizado para contestar la encuesta,,99,Desconocido,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,27,WINDOWS 2003,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,29,WINDOWS VISTA,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,30,WINDOWS 7,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,59,ANDROID,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,101,MAC OS,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,102,WINDOWS 2000,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,104,WINDOWS XP,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,106,LINUX,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,107,iOS,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,108,WINDOWS 8/8.1,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,110,WINDOWS 10,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,9998,OTROS,
CODSIS2,Sistema operativo con el que se ha realizado la encuesta,,9999,DESCONOCIDO,
IDIOMA,Idioma,,-,Desconocido,
IDIOMA,Idioma,,0,Desconocido,
IDIOMA,Idioma,,1,Castellano,
IDIOMA,Idioma,,2,Catalán,
IDIOMA,Idioma,,3,Gallego,
IDIOMA,Idioma,,4,Euskera,
